0,81,90,983,0,1,0,0,0
0,83,87,976,0,1,0,0,0
0,91,90,994,0,1,0,0,0
0,87,100,993,0,1,0,0,0
0,87,100,980,0,1,0,0,0
0,87,96,994,0,1,0,0,0
0,74,70,1015,0,1,0,0,0
0,70,67,1005,0,1,0,0,0
0,64,78,988,0,0,0,0,0
0,53,75,990,0,0,0,0,0
0,63,100,1009,0,0,0,0,0
0,66,100,1023,0,1,0,0,0
0,54,100,995,0,0,0,0,0
0,60,100,982,0,0,0,0,0
0,66,97,996,0,1,0,0,0
0,75,80,996,0,1,0,0,0
0,84,84,996,0,1,0,0,0
0,87,70,998,0,1,0,0,0
0,77,81,974,0,1,0,0,0
0,50,77,1001,0,0,0,0,0
0,20,66,974,0,0,0,0,0
0,4,56,973,0,0,0,0,1
0,14,51,1008,0,0,0,0,1
0,34,77,983,0,0,1,0,0
0,30,64,992,0,0,0,0,1
0,43,75,1005,0,0,0,0,0
0,40,78,1006,0,0,0,0,0
0,41,69,973,0,0,0,0,0
0,69,100,1005,0,1,0,0,0
0,44,100,974,0,0,0,0,0
0,44,100,1020,0,0,0,0,0
0,38,100,1010,0,0,0,0,0
0,23,100,1000,0,0,1,0,0
0,38,100,987,0,0,0,0,0
0,37,100,991,0,0,0,0,0
0,47,97,999,0,0,0,0,0
0,60,96,972,0,0,0,0,0
0,75,88,1005,0,1,0,0,0
0,78,84,990,0,1,0,0,0
0,57,97,994,0,0,0,0,0
0,50,100,1008,0,0,0,0,0
0,29,100,981,0,0,1,0,0
0,26,100,999,0,0,1,0,0
0,47,94,1001,0,0,0,0,0
0,48,84,995,0,0,0,0,0
0,57,81,982,0,0,0,0,0
0,57,83,977,0,0,0,0,0
0,44,94,1008,0,0,0,0,0
0,66,81,1006,0,1,0,0,0
0,69,70,1018,0,1,0,0,0
0,84,61,968,0,0,0,0,0
0,84,63,1010,0,0,0,0,0
0,60,81,976,0,0,0,0,0
0,53,94,998,0,0,0,0,0
0,30,93,1010,0,0,1,0,0
0,40,75,1006,0,0,0,0,0
0,56,61,981,0,0,0,0,0
0,61,50,979,0,0,0,0,0
0,75,41,969,0,0,0,1,0
0,70,41,1014,0,0,0,0,0
0,77,37,999,0,0,0,1,0
0,94,24,1008,0,0,0,1,0
0,100,26,973,0,0,0,1,0
0,100,27,1012,0,0,0,1,0
0,100,29,994,0,0,0,1,0
0,100,35,999,0,0,0,1,0
0,97,35,1005,0,0,0,1,0
0,100,37,980,0,0,0,1,0
0,100,30,993,0,0,0,1,0
