0,100,35,1003,0,0,0,1,0
0,100,43,1036,0,0,0,1,0
0,93,44,974,0,0,0,1,0
0,77,48,1023,0,0,0,1,0
0,77,38,967,0,0,0,1,0
0,78,34,982,0,0,0,1,0
0,84,34,997,0,0,0,1,0
0,88,35,1010,0,0,0,1,0
0,96,37,975,0,0,0,1,0
0,84,27,1011,0,0,0,1,0
0,69,34,985,0,0,0,0,0
0,64,34,981,0,0,0,0,0
0,43,30,990,0,0,0,0,1
0,26,26,997,0,0,0,0,1
0,27,21,1006,0,0,0,0,1
0,23,23,989,0,0,0,0,1
0,44,23,993,0,0,0,0,1
0,75,34,1011,0,0,0,1,0
0,74,29,1003,0,0,0,0,0
0,78,34,1011,0,0,0,1,0
0,66,43,995,0,0,0,0,0
0,70,43,969,0,0,0,0,0
0,90,41,990,0,0,0,1,0
0,97,47,1011,0,0,0,1,0
0,100,41,979,0,0,0,1,0
0,100,43,981,0,0,0,1,0
0,94,43,1004,0,0,0,1,0
0,87,43,998,0,0,0,1,0
0,88,35,1019,0,0,0,1,0
0,80,35,987,0,0,0,1,0
0,75,35,983,0,0,0,1,0
0,69,37,979,0,0,0,0,0
0,57,43,979,0,0,0,0,0
0,61,38,1020,0,0,0,0,0
0,51,35,991,0,0,0,0,0
0,47,23,991,0,0,0,0,1
0,53,14,974,0,0,0,0,0
0,37,7,995,0,0,0,0,1
0,47,13,1012,0,0,0,0,1
0,51,26,1013,0,0,0,0,0
0,56,34,993,0,0,0,0,0
0,74,44,1003,0,0,0,0,0
0,75,50,995,0,0,0,1,0
0,77,56,1005,0,0,0,0,0
0,63,54,987,0,0,0,0,0
0,57,51,1004,0,0,0,0,0
0,41,53,988,0,0,0,0,1
0,38,34,964,0,0,0,0,1
51,38,34,1003,1,0,0,0,0
26,38,34,982,1,0,0,0,0
0,35,43,992,0,0,0,0,1
0,35,60,1007,0,0,0,0,1
0,51,51,1003,0,0,0,0,0
0,51,54,1005,0,0,0,0,0
0,60,37,1006,0,0,0,0,0
0,60,23,991,0,0,0,0,0
0,56,13,989,0,0,0,0,0
0,54,8,995,0,0,0,0,0
0,57,17,1017,0,0,0,0,0
0,56,21,976,0,0,0,0,0
0,44,34,995,0,0,0,0,1
0,51,38,977,0,0,0,0,0
0,53,38,1034,0,0,0,0,0
0,54,47,978,0,0,0,0,0
0,63,38,1005,0,0,0,0,0
0,64,38,974,0,0,0,0,0
0,53,38,994,0,0,0,0,0
0,53,27,988,0,0,0,0,0
0,43,38,1003,0,0,0,0,1
0,44,43,989,0,0,0,0,1
0,48,34,1007,0,0,0,0,1
0,30,17,999,0,0,0,0,1
0,34,13,1005,0,0,0,0,1
0,27,11,986,0,0,0,0,1
0,24,20,980,0,0,0,0,1
0,34,30,1008,0,0,0,0,1
0,35,26,979,0,0,0,0,1
0,40,11,985,0,0,0,0,1
0,47,4,996,0,0,0,0,1
0,60,1,1019,0,0,0,0,0
0,78,4,999,0,0,0,1,0
0,78,24,998,0,0,0,1,0
0,77,24,992,0,0,0,1,0
0,80,27,981,0,0,0,1,0
0,74,23,987,0,0,0,0,0
0,88,8,1011,0,0,0,1,0
0,100,21,989,0,0,0,1,0
0,88,30,997,0,0,0,1,0
0,96,35,1004,0,0,0,1,0
0,77,43,990,0,0,0,1,0
0,87,20,1003,0,0,0,1,0
0,100,14,985,0,0,0,1,0
0,100,11,1011,0,0,0,1,0
0,100,11,994,0,0,0,1,0
0,100,30,984,0,0,0,1,0
0,97,24,978,0,0,0,1,0
0,87,37,1009,0,0,0,1,0
0,84,37,1004,0,0,0,1,0
0,87,27,990,0,0,0,1,0
0,100,30,998,0,0,0,1,0
0,96,17,990,0,0,0,1,0
0,91,27,993,0,0,0,1,0
0,88,29,987,0,0,0,1,0
0,63,24,1005,0,0,0,0,0
0,67,27,1002,0,0,0,0,0
0,66,13,1004,0,0,0,0,0
